Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Logical quotient rating,coding skills rating,can work long time before system?,self-learning capability?,Interested subjects,Type of company want to settle in?,Management or Technical,Suggested Job Role
63,67,69,82,83,93,77,7,4,yes,no,Computer Architecture,SAaS services,Technical,Technical Support
81,67,62,64,82,90,64,2,5,no,yes,Computer Architecture,product development,Management,Mobile Applications Developer
92,73,87,94,72,75,88,3,2,yes,no,Computer Architecture,Product based,Management,Technical Support
90,72,65,62,88,83,62,2,4,no,no,IOT,Web Services,Management,Technical Engineer
83,74,94,84,83,71,68,3,4,no,yes,parallel computing,Service Based,Technical,Information Technology Auditor
71,77,76,67,74,66,70,3,2,yes,no,programming,Product based,Management,Portal Administrator
68,86,90,94,78,92,77,3,1,no,yes,programming,Web Services,Management,Design & UX
68,81,69,84,77,67,88,4,3,yes,no,Computer Architecture,Cloud Services,Management,Information Security Analyst
94,62,75,61,89,67,64,5,9,yes,no,networks,SAaS services,Management,Database Administrator
62,70,62,77,77,92,74,6,5,yes,no,cloud computing,Finance,Management,Portal Administrator
86,71,79,79,73,92,68,5,1,no,yes,parallel computing,SAaS services,Management,Quality Assurance Associate
92,68,63,66,81,71,84,3,1,no,no,hacking,Cloud Services,Technical,Network Security Administrator
67,67,61,68,66,78,77,1,5,yes,yes,Management,Product based,Technical,Software Engineer
64,71,93,70,73,60,67,1,3,yes,yes,Software Engineering,SAaS services,Technical,Business Intelligence Analyst
81,89,65,61,65,83,66,1,4,no,no,Software Engineering,Testing and Maintainance Services,Technical,Applications Developer
87,74,64,84,73,93,94,6,1,no,no,Management,BPA,Technical,Technical Services/Help Desk/Tech Support
72,74,84,62,93,68,72,8,1,no,yes,programming,product development,Technical,Network Security Administrator
84,61,92,80,79,60,75,2,5,no,yes,Software Engineering,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
77,74,65,71,63,90,61,3,6,yes,yes,Software Engineering,Sales and Marketing,Management,Systems Analyst
65,68,86,84,74,69,83,7,4,yes,no,IOT,Web Services,Technical,Network Security Engineer
81,63,88,94,67,73,61,4,6,no,yes,Computer Architecture,Product based,Technical,Network Security Administrator
83,88,80,68,64,88,69,9,9,yes,yes,Management,SAaS services,Management,Software Quality Assurance (QA) / Testing
68,80,91,84,93,86,70,9,7,yes,no,programming,Cloud Services,Management,Design & UX
74,89,64,63,68,64,64,5,8,no,yes,data engineering,Sales and Marketing,Management,Portal Administrator
75,61,87,85,88,80,72,4,2,yes,no,programming,BPA,Management,Information Security Analyst
61,78,87,64,67,77,66,7,2,no,yes,Computer Architecture,Testing and Maintainance Services,Management,Network Security Administrator
80,85,81,86,81,60,76,2,5,no,yes,programming,Product based,Technical,Technical Services/Help Desk/Tech Support
73,91,66,71,70,93,87,9,5,no,yes,programming,BPA,Technical,Technical Engineer
68,71,89,78,69,63,74,6,9,yes,no,Management,Service Based,Management,Business Intelligence Analyst
64,79,75,74,87,78,91,8,2,yes,no,parallel computing,Sales and Marketing,Technical,Technical Services/Help Desk/Tech Support
86,80,64,76,66,68,71,2,2,yes,yes,parallel computing,SAaS services,Management,Network Security Administrator
61,76,68,82,72,66,70,1,6,no,yes,hacking,Web Services,Management,Network Security Administrator
84,85,81,93,69,88,80,6,3,no,yes,parallel computing,Testing and Maintainance Services,Technical,Information Security Analyst
69,72,89,77,83,72,69,8,4,yes,yes,Management,Web Services,Technical,E-Commerce Analyst
73,86,80,86,87,66,94,4,8,yes,no,data engineering,BPA,Technical,Project Manager
68,72,83,88,70,92,74,8,1,yes,yes,cloud computing,Testing and Maintainance Services,Technical,Software Systems Engineer
86,63,77,60,74,66,72,3,6,yes,no,networks,Product based,Management,Design & UX
83,82,92,75,61,90,87,8,6,no,no,Management,SAaS services,Management,Network Security Administrator
64,62,63,67,70,76,83,6,1,no,no,IOT,Sales and Marketing,Management,Network Security Engineer
68,77,72,65,90,66,79,5,3,yes,no,cloud computing,Web Services,Technical,Information Security Analyst
74,63,64,86,91,67,89,8,2,no,no,Management,Web Services,Technical,Network Engineer
75,91,65,79,65,66,76,4,6,yes,no,hacking,BPA,Management,Network Security Administrator
86,86,81,86,67,73,77,6,1,yes,yes,Computer Architecture,Web Services,Technical,Database Developer
74,64,88,76,76,75,84,6,1,no,yes,networks,Service Based,Management,CRM Technical Developer
81,67,64,79,89,68,78,9,7,no,yes,Management,Sales and Marketing,Technical,Quality Assurance Associate
78,79,75,88,69,66,67,4,6,yes,no,cloud computing,Service Based,Management,Mobile Applications Developer
60,79,67,67,93,65,80,7,2,yes,no,Software Engineering,product development,Technical,Network Security Administrator
74,92,88,61,79,61,91,2,8,no,no,Software Engineering,Cloud Services,Technical,Systems Security Administrator
72,64,89,84,81,73,74,8,2,yes,yes,networks,Sales and Marketing,Technical,Web Developer
65,73,70,89,71,89,79,1,8,yes,no,Computer Architecture,Testing and Maintainance Services,Technical,Technical Engineer
82,81,64,63,72,60,87,1,5,yes,yes,Management,Finance,Technical,Network Security Administrator
87,66,76,62,82,66,89,7,1,no,no,cloud computing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
92,66,81,70,87,74,92,9,8,no,no,IOT,Sales and Marketing,Technical,Network Engineer
76,83,90,92,90,68,77,1,4,no,yes,Management,product development,Management,Technical Support
76,61,63,70,65,92,90,9,8,no,yes,parallel computing,BPA,Management,Systems Security Administrator
61,91,73,94,82,87,73,9,3,yes,no,Software Engineering,BPA,Management,Data Architect
74,67,60,85,83,82,61,7,4,no,yes,IOT,Service Based,Technical,Software Systems Engineer
69,79,83,60,89,87,81,1,3,yes,no,networks,Product based,Technical,Information Technology Manager
90,94,94,77,91,75,89,6,2,no,no,Software Engineering,Web Services,Management,Database Manager
66,79,81,89,63,87,69,1,3,no,no,parallel computing,Product based,Technical,Information Security Analyst
81,84,64,64,84,61,76,8,8,no,no,parallel computing,SAaS services,Management,Information Technology Manager
83,94,87,87,71,79,94,9,3,no,yes,Computer Architecture,product development,Management,Business Systems Analyst
83,70,83,71,94,76,86,8,4,no,yes,Management,Web Services,Management,Software Quality Assurance (QA) / Testing
92,67,77,77,64,93,60,9,1,no,yes,IOT,Sales and Marketing,Technical,Mobile Applications Developer
68,78,74,83,76,71,60,3,2,no,no,data engineering,Service Based,Management,Technical Engineer
77,88,79,66,72,86,94,5,6,yes,yes,Software Engineering,product development,Management,Portal Administrator
69,67,67,89,76,75,84,5,5,yes,yes,Management,product development,Management,CRM Business Analyst
73,92,62,84,82,80,84,6,4,yes,no,hacking,Cloud Services,Management,Systems Analyst
72,68,84,94,76,71,76,1,9,no,yes,Software Engineering,Finance,Management,Technical Engineer
91,93,87,83,60,62,69,6,3,yes,yes,data engineering,Product based,Technical,Web Developer
63,74,62,88,88,76,87,7,9,yes,yes,programming,Web Services,Management,Network Security Administrator
81,84,81,71,73,88,67,2,7,yes,yes,Software Engineering,BPA,Management,Mobile Applications Developer
66,70,82,63,66,65,64,5,5,yes,yes,Computer Architecture,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
92,62,90,84,92,94,92,3,3,yes,no,IOT,Web Services,Management,Network Security Administrator
79,82,90,93,88,74,76,2,3,no,yes,IOT,Testing and Maintainance Services,Technical,Network Engineer
72,87,64,68,72,87,84,9,3,no,yes,programming,Sales and Marketing,Management,E-Commerce Analyst
73,67,79,80,80,89,69,1,4,no,yes,networks,Finance,Technical,Software Systems Engineer
64,94,60,76,86,88,65,6,8,yes,no,programming,BPA,Management,E-Commerce Analyst
94,66,73,69,79,80,64,1,1,yes,yes,Management,BPA,Technical,Portal Administrator
65,77,73,63,72,72,64,4,6,no,no,data engineering,product development,Management,Web Developer
66,61,68,82,93,87,69,6,5,yes,no,networks,BPA,Technical,Design & UX
64,64,88,86,79,73,61,7,4,no,no,cloud computing,SAaS services,Management,Database Administrator
61,65,85,88,70,90,71,9,8,yes,yes,IOT,BPA,Technical,Software Quality Assurance (QA) / Testing
90,63,92,76,90,91,80,1,9,no,yes,Software Engineering,Cloud Services,Technical,Data Architect
90,70,89,65,83,63,64,8,5,no,no,hacking,Web Services,Management,Database Developer
86,74,86,79,77,66,83,2,4,yes,no,parallel computing,SAaS services,Technical,Database Manager
79,65,75,92,75,83,60,8,5,no,yes,IOT,BPA,Management,Quality Assurance Associate
79,74,84,84,74,87,93,2,7,no,yes,data engineering,SAaS services,Management,Information Technology Auditor
89,68,83,62,93,93,75,7,6,no,no,data engineering,Finance,Technical,Technical Engineer
67,74,88,90,81,82,94,1,2,yes,no,Management,Sales and Marketing,Management,Web Developer
88,71,67,67,81,64,81,9,3,no,yes,networks,product development,Management,Software Systems Engineer
74,94,80,64,70,73,89,9,4,no,yes,Computer Architecture,Service Based,Management,Technical Support
63,73,92,85,75,80,91,5,9,no,yes,Management,Product based,Technical,UX Designer
77,68,68,76,73,73,90,2,9,no,yes,Management,Service Based,Technical,Programmer Analyst
90,94,70,61,87,79,65,3,4,no,no,programming,Finance,Management,Solutions Architect
80,65,78,70,86,79,90,4,6,no,yes,programming,Sales and Marketing,Technical,E-Commerce Analyst
88,70,77,64,64,79,82,5,3,no,no,Management,Finance,Management,CRM Business Analyst
90,74,84,66,67,71,73,6,4,yes,yes,Computer Architecture,Finance,Management,Data Architect
87,86,71,64,87,86,86,5,9,yes,yes,programming,Product based,Management,E-Commerce Analyst
87,74,69,84,64,69,72,3,7,yes,yes,programming,Service Based,Management,Database Manager
94,66,74,89,73,73,93,2,2,no,no,Management,product development,Technical,Project Manager
86,68,89,68,71,77,68,7,9,no,no,hacking,product development,Management,CRM Business Analyst
76,68,66,61,77,78,83,7,6,no,yes,hacking,product development,Technical,UX Designer
78,65,79,93,74,91,68,8,7,yes,no,data engineering,SAaS services,Technical,Information Technology Manager
65,73,89,79,71,79,75,1,4,yes,yes,hacking,SAaS services,Management,Database Administrator
65,89,63,67,93,88,94,8,4,yes,no,networks,Web Services,Technical,Technical Services/Help Desk/Tech Support
92,79,69,71,88,68,85,8,8,yes,yes,Computer Architecture,Web Services,Management,Systems Analyst
65,69,81,92,82,72,63,2,9,yes,no,IOT,product development,Technical,Technical Support
88,78,62,70,80,76,83,4,9,no,yes,IOT,SAaS services,Technical,Programmer Analyst
68,62,88,69,76,64,92,7,9,yes,yes,networks,Web Services,Technical,CRM Technical Developer
65,88,66,85,81,72,72,5,8,no,yes,parallel computing,product development,Technical,Systems Security Administrator
92,90,85,93,69,86,73,7,9,yes,yes,programming,BPA,Management,Database Manager
88,77,85,93,61,90,64,2,3,no,no,Computer Architecture,SAaS services,Technical,Database Developer
79,60,89,84,70,85,76,1,1,yes,yes,cloud computing,Web Services,Management,Database Manager
75,88,88,74,94,70,76,3,9,yes,yes,Management,Web Services,Management,Data Architect
71,81,81,61,66,81,81,6,9,yes,yes,networks,Service Based,Management,Network Engineer
74,72,80,64,80,70,69,2,3,yes,no,hacking,SAaS services,Management,Business Systems Analyst
94,76,70,71,61,74,83,9,3,yes,no,data engineering,Testing and Maintainance Services,Technical,Systems Analyst
94,75,60,65,65,65,90,9,9,no,yes,Computer Architecture,Sales and Marketing,Technical,Technical Engineer
81,66,87,78,82,72,83,2,8,no,no,parallel computing,Sales and Marketing,Management,Database Developer
68,83,70,91,76,85,79,5,2,no,no,data engineering,Web Services,Management,Technical Engineer
87,81,74,91,66,63,79,5,5,yes,yes,programming,Finance,Management,Project Manager
93,61,62,81,85,75,91,3,1,no,yes,parallel computing,product development,Management,Systems Security Administrator
82,70,81,81,71,66,64,3,5,no,yes,cloud computing,Service Based,Management,Database Developer
75,62,61,80,79,87,81,1,2,no,yes,Software Engineering,SAaS services,Management,Programmer Analyst
80,67,68,87,71,94,70,2,9,no,no,Computer Architecture,Cloud Services,Management,Systems Security Administrator
77,75,83,71,84,71,91,2,8,yes,no,programming,product development,Management,Data Architect
88,76,84,76,85,93,86,1,6,no,yes,parallel computing,Product based,Management,Network Security Engineer
65,70,65,82,67,74,62,6,7,yes,yes,Management,Finance,Management,Database Developer
88,62,66,62,60,70,82,8,9,no,yes,hacking,Service Based,Technical,Applications Developer
70,80,65,68,72,60,62,8,4,no,yes,data engineering,SAaS services,Technical,CRM Technical Developer
94,73,82,63,71,70,82,2,7,no,no,Management,Sales and Marketing,Technical,Systems Security Administrator
85,71,72,82,89,73,85,3,1,yes,no,parallel computing,Sales and Marketing,Technical,Solutions Architect
65,90,82,63,66,77,62,8,4,no,no,Software Engineering,Product based,Technical,Software Engineer
82,94,77,82,60,76,85,7,4,yes,yes,data engineering,Product based,Management,Database Developer
70,75,87,65,83,69,80,8,2,no,no,cloud computing,SAaS services,Technical,Systems Analyst
83,87,86,68,76,87,84,1,8,yes,no,cloud computing,SAaS services,Management,Network Security Administrator
62,90,76,81,61,88,73,8,1,no,yes,cloud computing,SAaS services,Management,Systems Analyst
89,86,71,70,68,84,75,8,3,no,no,networks,Finance,Technical,Business Systems Analyst
79,64,90,60,91,64,71,6,6,yes,yes,data engineering,BPA,Technical,Database Developer
81,63,71,66,82,92,75,1,2,no,yes,IOT,Testing and Maintainance Services,Management,Network Security Engineer
72,92,84,73,85,94,67,9,1,yes,no,hacking,Cloud Services,Management,Software Engineer
64,79,93,92,65,92,67,6,6,yes,no,Software Engineering,Service Based,Technical,Database Developer
92,92,87,85,77,93,85,6,3,yes,yes,IOT,BPA,Management,Technical Engineer
66,74,91,94,90,79,77,3,8,no,yes,programming,Cloud Services,Technical,Systems Security Administrator
67,90,72,71,76,85,86,7,1,no,yes,IOT,Finance,Technical,Network Engineer
71,86,78,83,60,79,91,5,8,yes,no,cloud computing,Service Based,Technical,Network Security Engineer
87,79,65,85,90,93,60,5,6,no,yes,data engineering,BPA,Technical,CRM Business Analyst
69,60,80,93,63,69,80,2,5,no,yes,parallel computing,product development,Management,Technical Engineer
73,84,61,74,80,63,86,7,3,no,yes,hacking,Finance,Management,Programmer Analyst
86,94,88,78,67,62,94,3,4,yes,yes,cloud computing,BPA,Management,Information Technology Auditor
61,94,85,62,64,89,83,4,9,no,no,Computer Architecture,SAaS services,Technical,Information Technology Auditor
72,78,72,70,76,88,61,5,6,yes,yes,Computer Architecture,Product based,Technical,Network Security Engineer
79,86,69,84,78,65,60,2,4,no,no,Computer Architecture,Sales and Marketing,Management,Software Developer
88,63,78,74,84,62,81,2,3,yes,yes,Software Engineering,Web Services,Technical,Network Security Engineer
78,86,83,68,93,69,75,6,2,yes,yes,parallel computing,Web Services,Technical,Software Engineer
74,94,70,80,83,70,75,1,6,no,no,Management,Service Based,Management,Business Intelligence Analyst
90,71,63,88,75,72,75,7,5,no,yes,networks,Finance,Management,Business Systems Analyst
94,92,60,80,82,88,68,8,7,yes,yes,programming,Finance,Technical,UX Designer
75,88,88,84,87,93,70,3,5,yes,no,data engineering,Service Based,Technical,UX Designer
69,63,69,81,77,73,92,2,2,yes,yes,Computer Architecture,Service Based,Technical,UX Designer
70,60,80,61,74,72,93,4,5,yes,yes,data engineering,SAaS services,Technical,Technical Engineer
63,69,76,90,94,77,68,1,4,yes,no,Computer Architecture,Finance,Management,Network Security Administrator
60,60,91,92,85,60,66,9,1,no,yes,IOT,Testing and Maintainance Services,Technical,Network Engineer
74,70,66,79,89,79,82,8,8,no,no,data engineering,SAaS services,Technical,Network Security Engineer
73,83,80,93,82,66,83,7,6,yes,yes,parallel computing,SAaS services,Management,Database Manager
79,68,89,94,86,67,68,1,6,no,no,cloud computing,Service Based,Technical,Network Engineer
72,62,65,92,62,88,79,6,3,yes,no,networks,Testing and Maintainance Services,Technical,Project Manager
94,81,67,63,76,94,72,3,8,no,yes,Management,Testing and Maintainance Services,Technical,Data Architect
93,90,89,61,68,78,92,3,5,yes,yes,programming,Sales and Marketing,Management,Database Administrator
90,60,80,90,62,81,68,2,4,yes,no,programming,Product based,Technical,Software Engineer
72,92,60,94,85,81,83,2,7,no,yes,data engineering,Finance,Management,Database Developer
64,82,60,81,90,68,72,3,7,no,no,programming,Sales and Marketing,Management,Business Systems Analyst
87,64,81,90,78,69,60,5,4,no,no,Computer Architecture,Product based,Technical,UX Designer
88,80,92,66,83,67,60,9,5,yes,yes,networks,Product based,Technical,CRM Business Analyst
